/	O
AdrR	O
and	O
MES	O
-	O
SA	O
/	O
Dx5	O
(	O
a	O
human	O
MDR	O
uterine	O
sarcoma	O
cell	O
line	O
)	O
compared	O
with	O
their	O
non	O
-	O
MDR	O
parental	O
cell	O
lines	O
.	O
MCF7	O
/	O
AdrR	O
cells	O
expressing	O
the	O
exogenous	O
Rab6c	O
exhibited	O
less	O
resistance	O
to	O
several	O
anti	O
-	O
cancer	O
drugs	O
,	O
such	O
as	O
doxorubicin	B
(	O
DOX	B
)	O
,	O
taxol	B
,	O
vinblastine	B
,	O
and	O
vincristine	B
,	O
than	O
the	O
control	O
cells	O
containing	O
the	O
empty	O
vector	O
.	O
Flow	O
cytometry	O
experiments	O
confirmed	O
that	O
the	O
transfectants	O
'	O
diminished	O
resistance	O
to	O
DOX	B
was	O
caused	O
by	O
increased	O
drug	O
accumulation	O
induced	O
by	O
the	O
exogenous	O
Rab6c	O
.	O
These	O
results	O
indicate	O
that	O
Rab6c	O
is	O
involved	O
in	O
drug	O
resistance	O
in	O
MCF7	O
/	O
AdrR	O
cells	O
.	O

BACKGROUND	O
:	O
The	O
calcineurin	O
inhibitors	O
cyclosporine	B
and	O
tacrolimus	B
are	O
both	O
known	O
to	O
be	O
nephrotoxic	O
.	O
Their	O
use	O
in	O
orthotopic	O
liver	O
transplantation	O
(	O
OLTX	O
)	O
has	O
dramatically	O
improved	O
success	O
rates	O
.	O
Recently	O
,	O
however	O
,	O
we	O
have	O
had	O
an	O
increase	O
of	O
patients	O
who	O
are	O
presenting	O
after	O
OLTX	O
with	O
end	O
-	O
stage	O
renal	O
disease	O
(	O
ESRD	O
)	O
.	O
This	O
retrospective	O
study	O
examines	O
the	O
incidence	O
and	O
treatment	O
of	O
ESRD	O
and	O
chronic	O
renal	O
failure	O
(	O
CRF	O
)	O
in	O
OLTX	O
patients	O
.	O
METHODS	O
:	O
Patients	O
receiving	O
an	O
OLTX	O
only	O
from	O
June	O
1985	O
through	O
December	O
of	O
1994	O
who	O
survived	O
6	O
months	O
postoperatively	O
were	O
studied	O
(	O
n	O
=	O
834	O
)	O
.	O
Our	O
prospectively	O
collected	O
database	O
was	O
the	O
source	O
of	O
information	O
.	O
Patients	O
were	O
divided	O
into	O
three	O
groups	O
:	O
Controls	O
,	O
no	O
CRF	O
or	O
ESRD	O
,	O
n	O
=	O
748	O
;	O
CRF	O
,	O
sustained	O
serum	O
creatinine	B
>	O
2	O
.	O
5	O
mg	O
/	O
dl	O
,	O
n	O
=	O
41	O
;	O
and	O
ESRD	O
,	O
n	O
=	O
45	O
.	O
Groups	O
were	O
compared	O
for	O
preoperative	O
laboratory	O
variables	O
,	O
diagnosis	O
,	O
postoperative	O
variables	O
,	O
survival	O
,	O
type	O
of	O
ESRD	O
therapy	O
,	O
and	O
survival	O
from	O
onset	O
of	O
ESRD	O
.	O
RESULTS	O
:	O
At	O
13	O
years	O
after	O
OLTX	O
,	O
the	O
incidence	O
of	O
severe	O
renal	O
dysfunction	O
was	O
18	O
.	O
1	O
%	O
(	O
CRF	O
8	O
.	O
6	O
%	O
and	O
ESRD	O
9	O
.	O
5	O
%	O
)	O
.	O
Compared	O
with	O
control	O
patients	O
,	O
CRF	O
and	O
ESRD	O
patients	O
had	O
higher	O
preoperative	O
serum	O
creatinine	B
levels	O
,	O
a	O
greater	O
percentage	O
of	O
patients	O
with	O
hepatorenal	O
syndrome	O
,	O
higher	O
percentage	O
requirement	O
for	O
dialysis	O
in	O
the	O
first	O
3	O
months	O
postoperatively	O
,	O
and	O
a	O
higher	O
1	O
-	O
year	O
serum	O
creatinine	B
.	O
Multivariate	O
stepwise	O
logistic	O
regression	O
analysis	O
using	O
preoperative	O
and	O
postoperative	O
variables	O
identified	O
that	O
an	O
increase	O
of	O
serum	O
creatinine	B
compared	O
with	O
average	O
at	O
1	O
year	O
,	O
3	O
months	O
,	O
and	O
4	O
weeks	O
postoperatively	O
were	O
independent	O
risk	O
factors	O
for	O
the	O
development	O
of	O
CRF	O
or	O
ESRD	O
with	O
odds	O
ratios	O
of	O
2	O
.	O
6	O
,	O
2	O
.	O
2	O
,	O
and	O
1	O
.	O
6	O
,	O
respectively	O
.	O
Overall	O
survival	O
from	O
the	O
time	O
of	O
OLTX	O
was	O
not	O
significantly	O
different	O
among	O
groups	O
,	O
but	O
by	O
year	O
13	O
,	O
the	O
survival	O
of	O
the	O
patients	O
who	O
had	O
ESRD	O
was	O
only	O
28	O
.	O
2	O
%	O
compared	O
with	O
54	O
.	O
6	O
%	O
in	O
the	O
control	O
group	O
.	O
Patients	O
developing	O
ESRD	O
had	O
a	O
6	O
-	O
year	O
survival	O
after	O
onset	O
of	O
ESRD	O
of	O
27	O
%	O
for	O
the	O
patients	O
receiving	O
hemodialysis	O
versus	O
71	O
.	O
4	O
%	O
for	O
the	O
patients	O
developing	O
ESRD	O
who	O
subsequently	O
received	O
kidney	O
transplants	O
.	O
CONCLUSIONS	O
:	O
Patients	O
who	O
are	O
more	O
than	O
10	O
years	O
post	O
-	O
OLTX	O
have	O
CRF	O
and	O
ESRD	O
at	O
a	O
high	O
rate	O
.	O
The	O
development	O
of	O
ESRD	O
decreases	O
survival	O
,	O
particularly	O
in	O
those	O
patients	O
treated	O
with	O
dialysis	O
only	O
.	O
Patients	O
who	O
develop	O
ESRD	O
have	O
a	O
higher	O
preoperative	O
and	O
1	O
-	O
year	O
serum	O
creatinine	B
and	O
are	O
more	O
likely	O
to	O
have	O
hepatorenal	O
syndrome	O
.	O
However	O
,	O
an	O
increase	O
of	O
serum	O
creatinine	B
at	O
various	O
times	O
postoperatively	O
is	O
more	O
predictive	O
of	O
the	O
development	O
of	O
CRF	O
or	O
ESRD	O
.	O
New	O
strategies	O
for	O
long	O
-	O
term	O
immunosuppression	O
may	O
be	O
needed	O
to	O
decrease	O
this	O
complication	O
.	O

Proprotein	O
convertase	O
subtilisin	O
/	O
kexin	O
type	O
9	O
(	O
PCSK9	O
)	O
is	O
at	O
a	O
locus	O
for	O
autosomal	O
dominant	O
hypercholesterolemia	O
,	O
and	O
recent	O
data	O
indicate	O
that	O
the	O
PCSK9	O
gene	O
is	O
involved	O
in	O
cholesterol	B
biosynthesis	O
.	O
Mutations	O
within	O
this	O
gene	O
have	O
previously	O
been	O
found	O
to	O
segregate	O
with	O
hypercholesterolemia	O
.	O
In	O
this	O
study	O
,	O
DNA	O
sequencing	O
of	O
the	O
12	O
exons	O
of	O
the	O
PCSK9	O
gene	O
has	O
been	O
performed	O
in	O
51	O
Norwegian	O
subjects	O
with	O
a	O
clinical	O
diagnosis	O
of	O
familial	O
hypercholesterolemia	O
where	O
mutations	O
in	O
the	O
low	O
-	O
density	O
lipoprotein	O
receptor	O
gene	O
and	O
mutation	O
R3500Q	O
in	O
the	O
apolipoprotein	O
B	O
-	O
100	O
gene	O
had	O
been	O
excluded	O
.	O
Two	O
novel	O
missense	O
mutations	O
were	O
detected	O
in	O
the	O
catalytic	O
subdomain	O
of	O
the	O
PCSK9	O
gene	O
.	O
Two	O
patients	O
were	O
heterozygotes	O
for	O
D374Y	O
,	O
and	O
one	O
patient	O
was	O
a	O
double	O
heterozygote	O
for	O
D374Y	O
and	O
N157K	O
.	O
D374Y	O
segregated	O
with	O
hypercholesterolemia	O
in	O
the	O
two	O
former	O
families	O
where	O
family	O
members	O
were	O
available	O
for	O
study	O
.	O
Our	O
findings	O
support	O
the	O
notion	O
that	O
mutations	O
in	O
the	O
PCSK9	O
gene	O
cause	O
autosomal	O
dominant	O
hypercholesterolemia	O
.	O

Severe	O
reversible	O
left	O
ventricular	O
systolic	O
and	O
diastolic	O
dysfunction	O
due	O
to	O
accidental	O
iatrogenic	O
epinephrine	B
overdose	O
.	O

Catecholamine	B
-	O
induced	O
cardiomyopathy	O
due	O
to	O
chronic	O
excess	O
of	O
endogenous	O
catecholamines	B
has	O
been	O
recognized	O
for	O
decades	O
as	O
a	O
clinical	O
phenomenon	O
.	O
In	O
contrast	O
,	O
reports	O
of	O
myocardial	O
dysfunction	O
due	O
to	O
acute	O
iatrogenic	O
overdose	O
are	O
rare	O
.	O
A	O
35	O
-	O
year	O
-	O
old	O
woman	O
whose	O
cervix	O
uteri	O
was	O
inadvertently	O
injected	O
with	O
8	O
mg	O
of	O
epinephrine	B
developed	O
myocardial	O
stunning	O
that	O
was	O
characterized	O
by	O
severe	O
hemodynamic	O
compromise	O
,	O
profound	O
,	O
albeit	O
transient	O
,	O
left	O
ventricular	O
systolic	O
and	O
diastolic	O
dysfunction	O
,	O
and	O
only	O
modestly	O
elevated	O
biochemical	O
markers	O
of	O
myocardial	O
necrosis	O
.	O
Our	O
case	O
illustrates	O
the	O
serious	O
consequences	O
of	O
medical	O
errors	O
that	O
can	O
be	O
avoided	O
through	O
improved	O
medication	O
labeling	O
and	O
staff	O
supervision	O
.	O

Effects	O
of	O
the	O
cyclooxygenase	O
-	O
2	O
specific	O
inhibitor	O
valdecoxib	B
versus	O
nonsteroidal	B
antiinflammatory	I
agents	I
and	O
placebo	O
on	O
cardiovascular	O
thrombotic	O
events	O
in	O
patients	O
with	O
arthritis	O
.	O

There	O
have	O
been	O
concerns	O
that	O
the	O
risk	O
of	O
cardiovascular	O
thrombotic	O
events	O
may	O
be	O
higher	O
with	O
cyclooxygenase	O
(	O
COX	O
)	O
-	O
2	O
-	O
specific	O
inhibitors	O
than	O
nonselective	O
nonsteroidal	B
antiinflammatory	I
drugs	I
(	O
NSAIDs	B
)	O
.	O
We	O
evaluated	O
cardiovascular	O
event	O
data	O
for	O
valdecoxib	B
,	O
a	O
new	O
COX	O
-	O
2	O
-	O
specific	O
inhibitor	O
in	O
approximately	O
8000	O
patients	O
with	O
osteoarthritis	O
and	O
rheumatoid	O
arthritis	O
treated	O
with	O
this	O
agent	O
in	O
randomized	O
clinical	O
trials	O
.	O
The	O
incidence	O
of	O
cardiovascular	O
thrombotic	O
events	O
(	O
cardiac	O
,	O
cerebrovascular	O
and	O
peripheral	O
vascular	O
,	O
or	O
arterial	O
thrombotic	O
)	O
was	O
determined	O
by	O
analyzing	O
pooled	O
valdecoxib	B
(	O
10	O
-	O
80	O
mg	O
daily	O
)	O
,	O
nonselective	O
NSAID	B
(	O
diclofenac	B
75	O
mg	O
bid	O
,	O
ibuprofen	B
800	O
mg	O
tid	O
,	O
or	O
naproxen	B
500	O
mg	O
bid	O
)	O
and	O
placebo	O
data	O
from	O
10	O
randomized	O
osteoarthritis	O
and	O
rheumatoid	O
arthritis	O
trials	O
that	O
were	O
6	O
-	O
52	O
weeks	O
in	O
duration	O
.	O
The	O
incidence	O
rates	O
of	O
events	O
were	O
determined	O
in	O
all	O
patients	O
(	O
n	O
=	O
7934	O
)	O
and	O
in	O
users	O
of	O
low	O
-	O
dose	O
(	O
<	O
or	O
=	O
325	O
mg	O
daily	O
)	O
aspirin	B
(	O
n	O
=	O
1051	O
)	O
and	O
nonusers	O
of	O
aspirin	B
(	O
n	O
=	O
6883	O
)	O
.	O
Crude	O
and	O
exposure	O
-	O
adjusted	O
incidences	O
of	O
thrombotic	O
events	O
were	O
similar	O
for	O
valdecoxib	B
,	O
NSAIDs	B
,	O
and	O
placebo	O
.	O
The	O
risk	O
of	O
serious	O
thrombotic	O
events	O
was	O
also	O
similar	O
for	O
each	O
valdecoxib	B
dose	O
.	O
Thrombotic	O
risk	O
was	O
consistently	O
higher	O
for	O
users	O
of	O
aspirin	B
users	O
than	O
nonusers	O
of	O
aspirin	B
(	O
placebo	O
,	O
1	O
.	O
4	O
%	O
vs	O
.	O
0	O
%	O
;	O
valdecoxib	B
,	O
1	O
.	O
7	O
%	O
vs	O
.	O
0	O
.	O
2	O
%	O
;	O
NSAIDs	B
,	O
1	O
.	O
9	O
%	O
vs	O
.	O
0	O
.	O
5	O
%	O
)	O
.	O
The	O
rates	O
of	O
events	O
in	O
users	O
of	O
aspirin	B
were	O
similar	O
for	O
all	O
3	O
treatment	O
groups	O
and	O
across	O
valdecoxib	B
doses	O
.	O
Short	O
-	O
and	O
intermediate	O
-	O
term	O
treatment	O
with	O
therapeutic	O
(	O
10	O
or	O
20	O
mg	O
daily	O
)	O
and	O
supratherapeutic	O
(	O
40	O
or	O
80	O
mg	O
daily	O
)	O
valdecoxib	B
doses	O
was	O
not	O
associated	O
with	O
an	O
increased	O
incidence	O
of	O
thrombotic	O
events	O
relative	O
to	O
nonselective	O
NSAIDs	B
or	O
placebo	O
in	O
osteoarthritis	O
and	O
rheumatoid	O
arthritis	O
patients	O
in	O
controlled	O
clinical	O
trials	O
.	O

Migraine	O
is	O
a	O
common	O
debilitating	O
primary	O
headache	O
disorder	O
with	O
significant	O
mental	O
,	O
physical	O
and	O
social	O
health	O
implications	O
.	O
The	O
brain	O
neurotransmitter	B
5	B
-	I
hydroxytryptamine	I
(	O
5	B
-	I
HT	I
;	O
serotonin	B
)	O
is	O
involved	O
in	O
nociceptive	O
pathways	O
and	O
has	O
been	O
implicated	O
in	O
the	O
pathophysiology	O
of	O
migraine	O
.	O
With	O
few	O
genetic	O
studies	O
investigating	O
biosynthetic	O
and	O
metabolic	O
enzymes	O
governing	O
the	O
rate	O
of	O
5	B
-	I
HT	I
activity	O
and	O
their	O
relationship	O
to	O
migraine	O
,	O
it	O
was	O
the	O
objective	O
of	O
this	O
study	O
to	O
assess	O
genetic	O
variants	O
within	O
the	O
human	O
tryptophan	O
hydroxylase	O
(	O
TPH	O
)	O
,	O
amino	O
acid	O
decarboxylase	O
(	O
AADC	O
)	O
and	O
monoamine	O
oxidase	O
A	O
(	O
MAOA	O
)	O
genes	O
in	O
migraine	O
susceptibility	O
.	O
This	O
objective	O
was	O
undertaken	O
using	O
a	O
high	O
-	I
throughput	O
DNA	O
pooling	O
experimental	O
design	O
,	O
which	O
proved	O
to	O
be	O
a	O
very	O
accurate	O
,	O
sensitive	O
and	O
specific	O
method	O
of	O
estimating	O
allele	O
frequencies	O
for	O
single	O
nucleotide	O
polymorphism	O
,	O
insertion	O
deletion	O
and	O
variable	O
number	O
tandem	O
repeat	O
loci	O
.	O
Application	O
of	O
DNA	O
pooling	O
to	O
a	O
wide	O
array	O
of	O
genetic	O
loci	O
provides	O
greater	O
scope	O
in	O
the	O
assessment	O
of	O
population	O
-	I
based	O
genetic	O
association	O
study	O
designs	O
.	O
Despite	O
the	O
application	O
of	O
this	O
high	O
-	I
throughput	O
genotyping	O
method	O
,	O
negative	O
results	O
from	O
the	O
two	O
-	I
stage	O
DNA	O
pooling	O
design	O
used	O
to	O
screen	O
loci	O
within	O
the	O
TPH	O
,	O
AADC	O
and	O
MAOA	O
genes	O
did	O
not	O
support	O
their	O
role	O
in	O
migraine	O
susceptibility	O
.	O

5	B
-	I
Fluorouracil	I
cardiotoxicity	O
induced	O
by	O
alpha	B
-	I
fluoro	I
-	I
beta	I
-	I
alanine	I
.	O

Cardiotoxicity	O
is	O
a	O
rare	O
complication	O
occurring	O
during	O
5	B
-	I
fluorouracil	I
(	O
5	B
-	I
FU	I
)	O
treatment	O
for	O
malignancies	O
.	O
We	O
herein	O
report	O
the	O
case	O
of	O
a	O
70	O
-	I
year	O
-	I
old	O
man	O
with	O
5	B
-	I
FU	I
-	I
induced	O
cardiotoxicity	O
,	O
in	O
whom	O
a	O
high	O
serum	O
level	O
of	O
alpha	B
-	I
fluoro	I
-	I
beta	I
-	I
alanine	I
(	O
FBAL	B
)	O
was	O
observed	O
.	O
The	O
patient	O
,	O
who	O
had	O
unresectable	O
colon	O
cancer	O
metastases	O
to	O
the	O
liver	O
and	O
lung	O
,	O
was	O
referred	O
to	O
us	O
for	O
chemotherapy	O
from	O
an	O
affiliated	O
hospital	O
;	O
he	O
had	O
no	O
cardiac	O
history	O
.	O
After	O
admission	O
,	O
the	O
patient	O
received	O
a	O
continuous	O
intravenous	O
infusion	O
of	O
5	B
-	I
FU	I
(	O
1000	O
mg	O
/	O
day	O
)	O
,	O
during	O
which	O
precordial	O
pain	O
with	O
right	O
bundle	O
branch	O
block	O
occurred	O
concomitantly	O
with	O
a	O
high	O
serum	O
FBAL	B
concentration	O
of	O
1955	O
ng	O
/	O
ml	O
.	O
Both	O
the	O
precordial	O
pain	O
and	O
the	O
electrocardiographic	O
changes	O
disappeared	O
spontaneously	O
after	O
the	O
discontinuation	O
of	O
5	B
-	I
FU	I
.	O
As	O
the	O
precordial	O
pain	O
in	O
this	O
patient	O
was	O
considered	O
to	O
have	O
been	O
due	O
to	O
5	B
-	I
FU	I
-	I
induced	O
cardiotoxicity	O
,	O
the	O
administration	O
of	O
5	B
-	I
FU	I
was	O
abandoned	O
.	O
Instead	O
,	O
oral	O
administration	O
of	O
S	B
-	I
1	I
(	O
a	O
derivative	O
of	O
5	B
-	I
FU	I
)	O
,	O
at	O
200	O
mg	O
/	O
day	O
twice	O
a	O
week	O
,	O
was	O
instituted	O
,	O
because	O
S	B
-	I
1	I
has	O
a	O
strong	O
inhibitory	O
effect	O
on	O
dihydropyrimidine	B
dehydrogenase	O
,	O
which	O
catalyzes	O
the	O
degradative	O
of	O
5	B
-	I
FU	I
into	O
FBAL	B
.	O
The	O
serum	O
FBAL	B
concentration	O
subsequently	O
decreased	O
to	O
352	O
ng	O
/	O
ml	O
,	O
the	O
same	O
as	O
the	O
value	O
measured	O
on	O
the	O
first	O
day	O
of	O
S	B
-	I
1	I
administration	O
.	O
Thereafter	O
,	O
no	O
cardiac	O
symptoms	O
were	O
observed	O
.	O
The	O
patient	O
achieved	O
a	O
partial	O
response	O
6	O
months	O
after	O
the	O
initiation	O
of	O
the	O
S	B
-	I
1	I
treatment	O
.	O
The	O
experience	O
of	O
this	O
case	O
,	O
together	O
with	O
a	O
review	O
of	O
the	O
literature	O
,	O
suggests	O
that	O
FBAL	B
is	O
related	O
to	O
5	B
-	I
FU	I
-	I
induced	O
cardiotoxicity	O
.	O
S	B
-	I
1	I
may	O
be	O
administered	O
safely	O
to	O
patients	O
with	O
5	B
-	I
FU	I
-	I
induced	O
cardiotoxicity	O
.	O

Pilocarpine	B
seizures	O
cause	O
age	O
-	O
dependent	O
impairment	O
in	O
auditory	O
location	O
discrimination	O
.	O

Children	O
who	O
have	O
status	O
epilepticus	O
have	O
continuous	O
or	O
rapidly	O
repeating	O
seizures	O
that	O
may	O
be	O
life	O
-	O
threatening	O
and	O
may	O
cause	O
life	O
-	O
long	O
changes	O
in	O
brain	O
and	O
behavior	O
.	O
The	O
extent	O
to	O
which	O
status	O
epilepticus	O
causes	O
deficits	O
in	O
auditory	O
discrimination	O
is	O
unknown	O
.	O
A	O
naturalistic	O
auditory	O
location	O
discrimination	O
method	O
was	O
used	O
to	O
evaluate	O
this	O
question	O
using	O
an	O
animal	O
model	O
of	O
status	O
epilepticus	O
.	O
Male	O
Sprague	O
-	O
Dawley	O
rats	O
were	O
injected	O
with	O
saline	O
on	O
postnatal	O
day	O
(	O
P	O
)	O
20	O
,	O
or	O
a	O
convulsant	O
dose	O
of	O
pilocarpine	B
on	O
P20	O
or	O
P45	O
.	O
Pilocarpine	B
on	O
either	O
day	O
induced	O
status	O
epilepticus	O
;	O
status	O
epilepticus	O
at	O
P45	O
resulted	O
in	O
CA3	O
cell	O
loss	O
and	O
spontaneous	O
seizures	O
,	O
whereas	O
P20	O
rats	O
had	O
no	O
cell	O
loss	O
or	O
spontaneous	O
seizures	O
.	O
Mature	O
rats	O
were	O
trained	O
with	O
sound	O
-	O
source	O
location	O
and	O
sound	O
-	O
silence	O
discriminations	O
.	O
Control	O
(	O
saline	O
P20	O
)	O
rats	O
acquired	O
both	O
discriminations	O
immediately	O
.	O
In	O
status	O
epilepticus	O
(	O
P20	O
)	O
rats	O
,	O
acquisition	O
of	O
the	O
sound	O
-	O
source	O
location	O
discrimination	O
was	O
moderately	O
impaired	O
.	O
Status	O
epilepticus	O
(	O
P45	O
)	O
rats	O
failed	O
to	O
acquire	O
either	O
sound	O
-	O
source	O
location	O
or	O
sound	O
-	O
silence	O
discriminations	O
.	O
Status	O
epilepticus	O
in	O
rat	O
causes	O
an	O
age	O
-	O
dependent	O
,	O
long	O
-	O
